company,address,industry,website,phone,contact_person,position,email,url
Gia Khoa - Công Ty TNHH Thương Mại Dịch Vụ Gia Khoa,"212/A69C Nguyễn Trãi, P. Nguyễn Cư Trinh, Q. 1,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Cọc Tiếp Địa, Cọc Chống Sét', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy', 'Chống Sét Lan Truyền', 'Thiết Bị Chống Sét và Hệ Thống Chống Sét']",[],['02839204117'],,,,https://www.yellowpages.vn/lgs/1029156/gia-khoa-cong-ty-tnhh-thuong-mai-dich-vu-gia-khoa.html
Công Ty Cổ Phần Giải Pháp WISE,"29 Nguyễn Bá Tuyển, P. 12,  Q. Tân Bình,","['Máy Chấm Công', 'Khóa Điện Tử', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Báo Động, Chống Trộm - Hệ Thống Và Thiết Bị', 'Camera Analog', 'Kiểm Soát Ra Vào - Hệ Thống Và Thiết Bị']",['www.wise.com.vn'],"['02854445813', '0982537552']",Trần Thanh Phương,Hotline,ttphuong@wise.com.vn,https://www.yellowpages.vn/lgs/1187712144/cong-ty-co-phan-giai-phap-wise.html
Phước Quý - Công Ty TNHH Thương Mại Dịch Vụ Phước Quý,"105G Phan Đăng Lưu, P. 7, Q. Phú Nhuận,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Điều Hòa Không Khí - Kinh Doanh và Phân Phối', 'Truyền Hình Và Truyền Thông - Trang Thiết Bị']",[],['02839902954'],,,,https://www.yellowpages.vn/lgs/960468/phuoc-quy-cong-ty-tnhh-thuong-mai-dich-vu-phuoc-quy.html
Lê Huynh - Công Ty TNHH Thương Mại Dịch Vụ Lê Huynh,"132/60 Hùng Vương, P. Thới Bình, Q. Ninh Kiều,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera']",[],"['0913870788', '02923820626']",Ông Trịnh Như Lê,,ctylehuynh@gmail.com,https://www.yellowpages.vn/lgs/1091484/le-huynh-cong-ty-tnhh-thuong-mai-dich-vu-le-huynh.html
Công Ty Cổ Phần Tập Đoàn Điện Tử Công Nghiệp Việt Nam,"444 Bạch Đằng, P. Chương Dương, Q. Hai Bà Trưng,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Cân Điện Tử', 'Điện Tử - Dịch Vụ và Sửa Chữa', 'Cân - Nhà Sản Xuất', 'Đồ Điện Tử - Kinh Doanh và Phân Phối']",[],['02439843427'],,,,https://www.yellowpages.vn/lgs/727689/cong-ty-co-phan-tap-doan-dien-tu-cong-nghiep-viet-nam.html
Công Ty TNHH MTV Nam Hàn,"12A Sông Đà, P. 2, Q. Tân Bình,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Viễn Thông - Thiết Bị và Hệ Thống Viễn Thông']",[],"['0838486299', '02838486299']",Mr. Thông,,namhan2010@gmail.com,https://www.yellowpages.vn/lgs/1025451/cong-ty-tnhh-mtv-nam-han.html
Công Ty TNHH TSS,"553/31A Nguyễn Kiệm, P. 9, Q. Phú Nhuận,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Vi Tính và Tin Học - Các Công Ty Tin Học']",['www.tss.vn  \t\t'],"['02838442619', '0903171900']",Bà Nguyễn Thị Thanh Nhã,,sales@tss.vn,https://www.yellowpages.vn/lgs/1187692167/cong-ty-tnhh-tss.html
Công Ty TNHH Thương Mại Kỹ Thuật Thanh Tân,"736/149/23 Lê Đức Thọ, P. 15, Q. Gò Vấp,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Trung Tâm Báo Cháy']",[],"['02839160803', '0839160803']",Nguyễn Thị Kim Phượng,Nhân Viên Kinh Doanh,camerathanhtan@gmail.com,https://www.yellowpages.vn/lgs/1187717268/cong-ty-tnhh-thuong-mai-ky-thuat-thanh-tan.html
Công Ty TNHH Thương Mại Dịch Vụ Công Nghệ Thái Phong,"Số 37A Tân Trang, P 9, Q. Tân Bình,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Viễn Thông - Thiết Bị và Hệ Thống Viễn Thông', 'Máy Vi Tính, Laptop - Linh Kiện Máy Vi Tính, Laptop']",['www.phanphoicameraquansat.com.vn'],"['0918028398', '02866835845']",Ms. Hoàng Vân,,hoangvan.kas@gmail.com,https://www.yellowpages.vn/lgs/1187835057/cong-ty-tnhh-thuong-mai-dich-vu-cong-nghe-thai-phong.html
Công Ty TNHH MTV Dịch Vụ Tin Học DTCOM,"Số 224, Đường Nguyễn Hoàng, P. Vĩnh Trung, Q. Thanh Khê,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Hệ Thống Báo Cháy Vùng', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Máy Văn Phòng', 'Vi Tính và Tin Học - Các Công Ty Tin Học']",['www.dtcom.com.vn'],"['0932113321', '02363692797']",Mr. Thắng,Giám đốc,thangnd@dtcom.com.vn,https://www.yellowpages.vn/lgs/1187743635/cong-ty-tnhh-mtv-dich-vu-tin-hoc-dtcom.html
Cửa Hàng Trần Gia,"12A Nguyễn ái Quốc,Khu Phố 8, P. Tân Phong, Tp. Biên Hòa,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Khóa - Nhà Sản Xuất Khóa']",[],['02513997969'],,,,https://www.yellowpages.vn/lgs/3780111/cua-hang-tran-gia.html
Công Ty TNHH An Ninh Tốt,"Số 44, Đường Lê Hoàn, P. Quang Trung, TP. Phủ Lý,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Kiểm Soát Ra Vào - Hệ Thống Và Thiết Bị']",['www.anninhtot.com'],['0945010885'],Mr. Trương Toàn Anh,Giám Đốc,attvina@gmail.com,https://www.yellowpages.vn/lgs/1187928843/cong-ty-tnhh-an-ninh-tot.html
Công Ty TNHH Công Nghệ Phát Đạt,"Kim Thư, Thanh Oai,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Avtech', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Báo Động, Chống Trộm - Hệ Thống Và Thiết Bị', 'Camera Vantech', 'Camera Questek']",['www.phatdatcctv.com'],"['0989496199', '0947289589']",Ông Nguyễn Mạnh Thắng,,thanghue1512@gmail.com,https://www.yellowpages.vn/lgs/1187743437/cong-ty-tnhh-cong-nghe-phat-dat.html
Phước Quý - Công Ty TNHH Thương Mại Dịch Vụ Phước Quý,"105G Phan Đăng Lưu, P. 7, Q. Phú Nhuận,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Điều Hòa Không Khí - Kinh Doanh và Phân Phối', 'Truyền Hình Và Truyền Thông - Trang Thiết Bị']",[],['02839902954'],,,,https://www.yellowpages.vn/lgs/960468/phuoc-quy-cong-ty-tnhh-thuong-mai-dich-vu-phuoc-quy.html
Vương Minh - Công Ty Cổ Phần Dịch Vụ Bảo Vệ Vương Minh,"174 Đào Duy Anh, P. 9, Q. Phú Nhuận,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Bảo Vệ - Công Ty Bảo Vệ, Dịch Vụ Bảo Vệ (chuyên nghiệp, uy tín)']",[],['02862921296'],,,,https://www.yellowpages.vn/lgs/1087551/vuong-minh-cong-ty-co-phan-dich-vu-bao-ve-vuong-minh.html
Công Ty Cổ Phần Tập Đoàn Điện Tử Công Nghiệp Việt Nam,"444 Bạch Đằng, P. Chương Dương, Q. Hai Bà Trưng,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Cân Điện Tử', 'Điện Tử - Dịch Vụ và Sửa Chữa', 'Cân - Nhà Sản Xuất', 'Đồ Điện Tử - Kinh Doanh và Phân Phối']",[],['02439843427'],,,,https://www.yellowpages.vn/lgs/727689/cong-ty-co-phan-tap-doan-dien-tu-cong-nghiep-viet-nam.html
Cửa Hàng Két Sắt Hanmi,"315 Quốc Lộ 56, Đức Mỹ, X. Suối Nghệ, H. Châu Đức,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Két Sắt, Két Bạc - Sản Xuất Và Kinh Doanh']",[],"['0976336395', '0932178105']",Huỳnh Dư,Chủ cửa hàng,congdanhhuynh89@gmail.com,https://www.yellowpages.vn/lgs/1187888583/cua-hang-ket-sat-hanmi.html
Công Ty CP Giải pháp Công nghệ Dhome Việt Nam,"Tầng 12, tòa nhà HH3, Khu dân cư Mỹ Đình, Q. Nam Từ Liêm,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Cổng Từ An Ninh']",['www.Dhome.vn'],"['0437878923', '02437878923']",Hotline,,dhomevn.sale@gmail.com,https://www.yellowpages.vn/lgs/1187740731/cong-ty-cp-giai-phap-cong-nghe-dhome-viet-nam.html
Cholimex - Công Ty Cổ Phần Cơ Điện Tử Và Tin Học Cholimex,"Số 23A Ký Hòa, P. 11, Q. 5,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Internet - Dịch Vụ Internet', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera']",[],"['02838553163', '0974844094']",Mr. Ngô Phước Lộc,Nhân viên kinh doanh,phuocloc001@gmail.com,https://www.yellowpages.vn/lgs/692811/cholimex-cong-ty-co-phan-co-dien-tu-va-tin-hoc-cholimex.html
Công Ty TNHH Thương Mại Dịch Vụ Công Nghệ Thái Phong,"Số 37A Tân Trang, P 9, Q. Tân Bình,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Viễn Thông - Thiết Bị và Hệ Thống Viễn Thông', 'Máy Vi Tính, Laptop - Linh Kiện Máy Vi Tính, Laptop']",['www.phanphoicameraquansat.com.vn'],"['0918028398', '02866835845']",Ms. Hoàng Vân,,hoangvan.kas@gmail.com,https://www.yellowpages.vn/lgs/1187835057/cong-ty-tnhh-thuong-mai-dich-vu-cong-nghe-thai-phong.html
Đỉnh Cao - Công Ty TNHH Đỉnh Cao,"121 Bùi Thị Xuân, Q. Hai Bà Trưng,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy']",[],['02439783238'],,,,https://www.yellowpages.vn/lgs/663921/dinh-cao-cong-ty-tnhh-dinh-cao.html
Công Ty TNHH TM Kỹ Thuật Thanh Tân,"417/49/86 Quang Trung, Phường 10, Quận Gò Vấp,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera']",[],"['0909365089', '02836201282']",Kim Phượng,NVKD,kimphuong9889@gmail.com,https://www.yellowpages.vn/lgs/1187792661/cong-ty-tnhh-tm-ky-thuat-thanh-tan.html
Công Ty TNHH MTV Camera An Ninh Nguyễn Nam,"195 Nguyễn Văn Thủ, P. Đa Kao, Q. 1,","['Camera Hành Trình', 'Camera Itech', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Đầu Ghi Hình Camera', 'Camera Questek']",['www.nguyennamcamera.com'],"['0938292594', '02837107472']",,,,https://www.yellowpages.vn/lgs/1187769033/cong-ty-tnhh-mtv-camera-an-ninh-nguyen-nam.html
Công Ty TNHH Thiết Bị Kỹ Thuật TLT,"Tầng 7 Tòa nhà 188 Trường Chinh, Q. Đống Đa,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Phòng Thí Nghiệm - Dụng Cụ và Thiết Bị Phòng Thí Nghiệm']","['www.tlt.net.vn', 'www.tltech.vn']","['02436610745', '0904745088']",Ms Nguyễn Ngọc Lan,GĐ Kinh Doanh,ngoclanbni@gmail.com,https://www.yellowpages.vn/lgs/1187768229/cong-ty-tnhh-thiet-bi-ky-thuat-tlt.html
Công Ty TNHH TM DV Công Nghệ Thông Minh,"Số 104 Hoàng Diệu, P. 12, Q. 4,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Nhà Thông Minh - Hệ Thống Và Thiết Bị']",['www.thongminhsecurity.com'],"['02839432367', '0916162757']",Ms. Hồng Nhung,,hongnhung710@yahoo.com,https://www.yellowpages.vn/lgs/1187755965/cong-ty-tnhh-tm-dv-cong-nghe-thong-minh.html
Công Ty Cổ Phần Digiplus,"Số 34, Tổ 19, Ngách 72/82, P. Khương Thượng, Q. Đống Đa,","['Thiết Bị Siêu Thị', 'Máy Chấm Công', 'Khóa Điện Tử', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Thiết Bị Văn Phòng']",['www.digiplus.vn'],"['0902617866', '079259339']",Ông Trần Văn Huân,Kỹ Thuật,huandigiplus.vn,https://www.yellowpages.vn/lgs/1187877180/cong-ty-co-phan-digiplus.html
Công Ty TNHH Thiết Bị An Ninh HSC,"98 Quang Trung,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera']",['www.congnghehsc.vn'],"['0978785222', '02373722941']",Nguyễn Hồng Sỹ,,ctyhsc@gmail.com,https://www.yellowpages.vn/lgs/1187758245/cong-ty-tnhh-thiet-bi-an-ninh-hsc.html
Công Ty Cổ Phần Thương Mại Và Kỹ Thuật Tâm Phúc,"Số 71, Ngõ 239, Phố Bồ Đề, Quận Long Biên,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Truyền Hình Và Truyền Thông - Trang Thiết Bị', 'Viễn Thông - Thiết Bị và Hệ Thống Viễn Thông']",['www.tamphuc.vn'],['02438729324'],,,,https://www.yellowpages.vn/lgs/119343003/cong-ty-co-phan-thuong-mai-va-ky-thuat-tam-phuc.html
Công Ty Cổ Phần Ovietek Việt Nam,"498/14 Huỳnhh Văn Lũy, P. Phú Mỹ, Tp.Thủ Dầu Một,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Viễn Thông - Thiết Bị và Hệ Thống Viễn Thông']",['www.ovietek.com'],['0888625720'],Mr. Huỳnh Hoàng Thiện,,kimochiyohou@gmail.com,https://www.yellowpages.vn/lgs/1187835471/cong-ty-co-phan-ovietek-viet-nam.html
C.C.B - Công Ty TNHH Thương Mại Dịch Vụ C.C.B,"39 Nguyễn Công Trứ, P. 19, Q. Bình Thạnh,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Trung Tâm Báo Cháy', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy', 'Hệ Thống Báo Cháy, Hệ Thống Chữa Cháy Tự Động', 'Bình Chữa Cháy (CO2, Bột, Foam)']",['www.ccbvn.com.vn'],"['02822285473', '0822285473']",Hotline,,info@ccbvn.com.vn,https://www.yellowpages.vn/lgs/980391/c.c.b-cong-ty-tnhh-thuong-mai-dich-vu-c.c.b.html
Công Ty TNHH Dịch Vụ Điện Tử Và Thiết Bị Bảo Vệ,"242 Hàng Bông, Q. Hoàn Kiếm,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",[],['02438261720'],,,,https://www.yellowpages.vn/lgs/722580/cong-ty-tnhh-dich-vu-dien-tu-va-thiet-bi-bao-ve.html
Văn Phòng Đại Diện - Công Ty Advanced Security Technologies,"Phòng 1402 CT5, Khu Đô Thị Bắc Linh Đàm, Q. Hoàng Mai,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",[],['02435401109'],,,,https://www.yellowpages.vn/lgs/1296921/van-phong-dai-dien-cong-ty-advanced-security-technologies.html
Công Ty TNHH ứng Dụng & Kỹ Thuật Công Nghệ,"286 Kim Mã, Q. Ba Đình, ","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",[],['02437260038'],,,,https://www.yellowpages.vn/lgs/1291818/cong-ty-tnhh-ung-dung---ky-thuat-cong-nghe.html
Nhân An - Công Ty TNHH Công Nghệ Thương Mại Nhân An,"126/34 Ngõ 20, Phan Kế Bính, Q. Ba Đình,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",[],['02437622168'],,,,https://www.yellowpages.vn/lgs/1299378/nhan-an-cong-ty-tnhh-cong-nghe-thuong-mai-nhan-an.html
Công Ty TNHH Cơ Điện M&E Tam Dương,"Số 20, Tổ 41, P. Dịch Vọng, Q. Cầu Giấy,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Điện Nước - Thầu Thi Công, Sửa Chữa, Bảo Trì Hệ Thống Điện Nước', 'Hệ Thống PCCC - Thi Công Lắp Đặt Hệ Thống Báo Cháy, Chữa Cháy Tự Động', 'Nhà Thầu Cơ Điện, Cơ Điện Công Trình']",['www.codientamduong.com'],"['0915012068', '0240915012068']",Mr Chức,Giám Đốc,info@codientamduong.com,https://www.yellowpages.vn/lgs/1187713269/cong-ty-tnhh-co-dien-m-e-tam-duong.html
Công Ty TNHH Công Nghệ Omega,"134/18 Đào Duy Anh, P.9, Q.Phú Nhuận,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",[],['02854491263'],,,,https://www.yellowpages.vn/lgs/1187754507/cong-ty-tnhh-cong-nghe-omega.html
Công Ty TNHH Thương Mại VNMART,"399 Đại Lộ Bình Dương, P. Anh Thạnh, Tp. Thuận An,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Đồ Nội Thất - Kinh Doanh Và Phân Phối', 'Vật Liệu Xây Dựng']",['www.bingbee.vn'],['0938511339'],Mr. Đỗ Văn Tài,Giám Đốc,sieuthi.dailoiphat@gmail.com,https://www.yellowpages.vn/lgs/1187919609/cong-ty-tnhh-thuong-mai-vnmart.html
Công Ty TNHH T.A.C VINA,"80/56B Trần Quang Diệu, Phường 14, Quận 3,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Đồ Điện Gia Dụng - Kinh Doanh và Phân Phối', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera']",['www.tacvinacompany.com.vn'],['0934011618'],Nguyễn Thế Chiến,Giám Đốc,chiennguyen1618@gmail.com,https://www.yellowpages.vn/lgs/1187759670/cong-ty-tnhh-t.a.c-vina.html
Công Ty TNHH An Gia Thế,"06 Dương Thưởng, P. Hòa Cường, Q. Hải Châu,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera']",['www.angiathe.com'],"['02366508085', '0905927729']",Ông Phạm Quốc Việt,,agttelecom.dn@gmail.com,https://www.yellowpages.vn/lgs/1187710002/cong-ty-tnhh-an-gia-the.html
Tây Đô - Công Ty TNHH Thương Mại & Công Nghệ Thông Tin Tây Đô,"10 Phạm Hồng Thái, Q. Ba Đình,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Dome', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Camera IP']",['www.camvn.com'],['02439271989'],,,,https://www.yellowpages.vn/lgs/1291470/tay-do-cong-ty-tnhh-thuong-mai---cong-nghe-thong-tin-tay-do.html
Công Ty TNHH MTV Mèo Vàng,"968 Đường 3/2, Q. 11,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",[],['0907521524'],Nguyễn Anh Tuấn,,lekhactung98@gmail.com,https://www.yellowpages.vn/lgs/1187726004/cong-ty-tnhh-mtv-meo-vang.html
Kinh Bắc - Công Ty Cổ Phần Kinh Bắc,"9 Hẻm 86/16/4,Tô Vĩnh Diện, Q. Thanh Xuân,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",[],['02435650964'],,,,https://www.yellowpages.vn/lgs/1303953/kinh-bac-cong-ty-co-phan-kinh-bac.html
Công Ty TNHH Dịch Vụ Đầu Tư Nam Phước,"Thửa Đất Số 620, Tờ Bản Đồ Số 6, KDC Mỹ Phước 1, P. Thới Hòa, TX. Bến Cát,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Máy Vi Tính, Laptop - Nhà Cung Cấp']",[],"['0942903090', '0918442118']",Nguyễn Thị Kim Ngọc,,namphuoc1102@gmail.com,https://www.yellowpages.vn/lgs/1187859033/cong-ty-tnhh-dich-vu-dau-tu-nam-phuoc.html
Doanh Nghiệp Tư Nhân Thương Mại Dịch Vụ Thanh Sơn,"43B Đường 30 Tháng 4, P. An Lạc, Q. Ninh Kiều,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Ăng Ten', 'Điện Tử - Dịch Vụ và Sửa Chữa', 'Truyền Hình - Các Công Ty']",['www.suatannha.com'],['02923815043'],,,,https://www.yellowpages.vn/lgs/1030563/doanh-nghiep-tu-nhan-thuong-mai-dich-vu-thanh-son.html
Công Ty TNHH Tự Động Hóa Và Điện Tử Viễn Thông Việt Nam,"786C Huyền Kỳ, P. Phú Lãm, Q. Hà Đông,","['Bãi Đỗ Xe - Hệ Thống và Thiết Bị Quản Lý', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Thang Máy - Thiết Bị, Phụ Tùng Và Linh Kiện Thang Máy', 'Năng Lượng Mặt Trời - Thiết Bị Năng Lượng Mặt Trời']",[],"['0975667758', '02463251158', '0437856243']",Ông Nguyễn Thanh Bằng,,atelvn@gmail.com,https://www.yellowpages.vn/lgs/1187723757/cong-ty-tnhh-tu-dong-hoa-va-dien-tu-vien-thong-viet-nam.html
Công Ty TNHH Điện Tử Tin Học Viễn Thông Công Nghệ Số,"706 Hai Bà Trưng, P. Cẩm Phô, Tp. Hội An,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Máy Vi Tính, Laptop - Nhà Cung Cấp', 'Máy Vi Tính - Phần Cứng Máy Vi Tính', 'Máy Vi Tính, Laptop  - Phụ Kiện Máy Vi Tính, Laptop', 'Máy Văn Phòng', 'Vi Tính và Tin Học - Các Công Ty Tin Học', 'Máy Vi Tính, Laptop - Linh Kiện Máy Vi Tính, Laptop']",['www.digitechvietnam.com.vn'],"['0903505817', '02353916969']",Mr Ngô Tuấn Anh,,info@digitechvietnam.com.vn,https://www.yellowpages.vn/lgs/707961/cong-ty-tnhh-dien-tu-tin-hoc-vien-thong-cong-nghe-so.html
Công ty TNHH - TMDV công nghệ đinh gia phát,"458/143 đường 3-2, P.12, Q.10,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera']",[],"['02862744773', '0933113773']",Mr. Đinh Minh Ân,,,https://www.yellowpages.vn/lgs/1187760438/cong-ty-tnhh-tmdv-cong-nghe-dinh-gia-phat.html
Công Ty TNHH Thương Mại Dịch Vụ Trương Gia,"30 Hưng Đạo Vương, P. Thanh Bình, Tp. Biên Hòa,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Máy Văn Phòng', 'Báo Động, Chống Trộm - Hệ Thống Và Thiết Bị']",['www.truonggia.com'],"['02513948688', '0903861878']",Ông Trương Đức Đăng Khoa,Giám Đốc,tg@truongia.com,https://www.yellowpages.vn/lgs/1199595/cong-ty-tnhh-thuong-mai-dich-vu-truong-gia.html
Công Ty TNHH Tin Học Và Viễn Thông Phúc Thuận,"93/9/93 Bờ Bao Tân Thắng, P. Sơn Kỳ, Q. Tân Phú,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'In ấn - Công ty In ấn Và Thiết Kế (In Offset, In Flexo)', 'In ấn - Catalogue, Tờ rơi, Brochure..Các Loại']",['www.phucthuan.com'],['0937381386'],Mr. Nguyễn Ngọc Huy,,ngochuy@phucthuan.com,https://www.yellowpages.vn/lgs/1187822289/cong-ty-tnhh-tin-hoc-va-vien-thong-phuc-thuan.html
Công Ty TNHH MTV Tin Học Long Nguyên,"243 Tố Hữu, P. Khuê Trung, Q. Cẩm Lệ,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Máy In Văn Phòng - Thay Mực, Sửa Chữa, Bảo Trì', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Máy Vi Tính, Laptop  - Phụ Kiện Máy Vi Tính, Laptop']",[],['0905886979'],Ông Phí Anh Dũng,,longnguyenco.ltd@gmail.com,https://www.yellowpages.vn/lgs/1036077/cong-ty-tnhh-mtv-tin-hoc-long-nguyen.html
Công Ty Cổ Phần Tập Đoàn Điện Tử Công Nghiệp Việt Nam,"444 Bạch Đằng, P. Chương Dương, Q. Hai Bà Trưng,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Cân Điện Tử', 'Điện Tử - Dịch Vụ và Sửa Chữa', 'Cân - Nhà Sản Xuất', 'Đồ Điện Tử - Kinh Doanh và Phân Phối']",[],['02439843427'],,,,https://www.yellowpages.vn/lgs/727689/cong-ty-co-phan-tap-doan-dien-tu-cong-nghiep-viet-nam.html
Đỉnh Cao - Công Ty TNHH Đỉnh Cao,"121 Bùi Thị Xuân, Q. Hai Bà Trưng,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy']",[],['02439783238'],,,,https://www.yellowpages.vn/lgs/663921/dinh-cao-cong-ty-tnhh-dinh-cao.html
Công Ty TNHH Thương Mại Bình An,"8 Ngõ Hàng Bún, Hàng Bún, Q. Ba Đình,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Bảo Vệ - Công Ty Bảo Vệ, Dịch Vụ Bảo Vệ (chuyên nghiệp, uy tín)']",[],['02462936886'],,,,https://www.yellowpages.vn/lgs/722487/cong-ty-tnhh-thuong-mai-binh-an.html
